setting,mean_load,service_time,threshold,kappa,method,plan,window_hours,spill_hours,overtime_hours,paid_cost,paid_cost_all_stay,excess_pct,worst_late,hours_significantly_over,search_calls
R256_S8_T15,256.0,8.0,15.0,1.0,SIPP,"[292, 411, 213, 134, 134, 292, 372, 213]",2061,56.408,33.659,2151.067,2291.934,4.0,0.0046,0,
R256_S8_T15,256.0,8.0,15.0,1.0,Lag-SIPP,"[254, 395, 240, 144, 134, 271, 361, 234]",2033,49.191,31.619,2113.809,2271.276,2.2,0.0023,0,
R256_S8_T15,256.0,8.0,15.0,1.0,OL-avg,"[253, 395, 240, 145, 134, 271, 361, 234]",2033,49.104,31.614,2113.717,2271.184,2.19,0.002,0,
R256_S8_T15,256.0,8.0,15.0,1.0,OL-max,"[292, 411, 411, 213, 134, 292, 372, 372]",2497,2.426,28.177,2527.603,2794.486,22.2,0.0,0,
R256_S8_T15,256.0,8.0,15.0,1.0,SGS-UCB (window-hours),"[206, 455, 169, 182, 102, 237, 377, 230]",1958,61.406,54.931,2074.337,2228.86,0.29,0.0768,0,
R256_S8_T15,256.0,8.0,15.0,1.0,paid optimum,"[197, 454, 177, 175, 106, 237, 378, 230]",1954,61.649,52.693,2068.343,2222.858,0.0,0.0807,0,1441
