office,alpha,patience,rule,explore,history,period,hours_run,new_hours,new_plan,failures_per_day,paid_hours_per_day,fitted_family,fitted_mean,fitted_cv,oracle_hours
R8,0.2,exp30,A,False,2,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.27,65.0,exp,30.0,1.0,65
R8,0.2,exp30,A,False,2,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.33,65.0,exp,30.0,1.0,65
R8,0.2,exp30,A,False,2,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.57,65.0,exp,29.8,1.0,65
R8,0.2,exp30,A,False,2,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.4,65.0,exp,29.8,1.0,65
R8,0.2,exp30,A,False,2,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.23,65.0,exp,30.0,1.0,65
R8,0.2,exp30,A,False,3,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",7.97,78.0,exp,33.5,1.0,65
R8,0.2,exp30,A,False,3,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.5,65.0,exp,31.8,1.0,65
R8,0.2,exp30,A,False,3,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.13,65.0,exp,30.3,1.0,65
R8,0.2,exp30,A,False,3,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.5,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,3,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.2,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,3,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.77,65.0,exp,29.9,1.0,65
R8,0.2,exp30,A,False,3,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.13,65.0,exp,30.1,1.0,65
R8,0.2,exp30,A,False,3,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.53,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,4,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.1,78.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,4,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",21.33,65.0,exp,30.4,1.0,65
R8,0.2,exp30,A,False,4,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.47,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,4,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.6,65.0,exp,30.9,1.0,65
R8,0.2,exp30,A,False,4,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.27,65.0,exp,30.8,1.0,65
R8,0.2,exp30,A,False,4,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.03,65.0,exp,30.7,1.0,65
R8,0.2,exp30,A,False,4,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.07,65.0,exp,30.6,1.0,65
R8,0.2,exp30,A,False,4,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.03,65.0,exp,30.4,1.0,65
R8,0.2,exp30,A,False,5,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",12.63,78.0,exp,31.8,1.0,65
R8,0.2,exp30,A,False,5,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.87,65.0,exp,32.4,1.0,65
R8,0.2,exp30,A,False,5,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.8,65.0,exp,31.2,1.0,65
R8,0.2,exp30,A,False,5,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.97,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,5,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.3,65.0,exp,30.7,1.0,65
R8,0.2,exp30,A,False,5,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.73,65.0,exp,30.8,1.0,65
R8,0.2,exp30,A,False,5,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.9,65.0,exp,30.6,1.0,65
R8,0.2,exp30,A,False,5,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.37,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,6,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.2,78.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,6,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.43,65.0,exp,29.4,1.0,65
R8,0.2,exp30,A,False,6,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.9,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,6,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.5,65.0,exp,31.0,1.0,65
R8,0.2,exp30,A,False,6,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.87,65.0,exp,30.8,1.0,65
R8,0.2,exp30,A,False,6,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.53,65.0,exp,30.3,1.0,65
R8,0.2,exp30,A,False,6,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",21.97,65.0,exp,30.3,1.0,65
R8,0.2,exp30,A,False,6,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.97,65.0,exp,30.1,1.0,65
R8,0.2,exp30,A,False,7,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",11.83,78.0,exp,33.1,1.0,65
R8,0.2,exp30,A,False,7,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",36.2,65.0,exp,31.7,1.0,65
R8,0.2,exp30,A,False,7,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.47,65.0,exp,31.3,1.0,65
R8,0.2,exp30,A,False,7,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.63,65.0,exp,30.8,1.0,65
R8,0.2,exp30,A,False,7,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.97,65.0,exp,30.9,1.0,65
R8,0.2,exp30,A,False,7,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.6,65.0,exp,30.6,1.0,65
R8,0.2,exp30,A,False,7,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.13,65.0,exp,30.4,1.0,65
R8,0.2,exp30,A,False,7,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.73,65.0,exp,30.0,1.0,65
R8,0.2,exp30,A,False,8,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",10.73,78.0,exp,34.5,1.0,65
R8,0.2,exp30,A,False,8,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.6,65.0,exp,31.0,1.0,65
R8,0.2,exp30,A,False,8,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.23,65.0,exp,31.2,1.0,65
R8,0.2,exp30,A,False,8,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.67,65.0,exp,31.0,1.0,65
R8,0.2,exp30,A,False,8,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.7,65.0,exp,30.7,1.0,65
R8,0.2,exp30,A,False,8,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.97,65.0,exp,30.6,1.0,65
R8,0.2,exp30,A,False,8,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.4,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,8,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.23,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,9,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",10.4,78.0,exp,29.2,1.0,65
R8,0.2,exp30,A,False,9,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",20.13,65.0,exp,30.1,1.0,65
R8,0.2,exp30,A,False,9,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.67,65.0,exp,30.4,1.0,65
R8,0.2,exp30,A,False,9,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.97,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,9,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",34.5,65.0,exp,30.3,1.0,65
R8,0.2,exp30,A,False,9,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.5,65.0,exp,30.5,1.0,65
R8,0.2,exp30,A,False,9,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.47,65.0,exp,30.2,1.0,65
R8,0.2,exp30,A,False,9,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.57,65.0,exp,30.1,1.0,65
R8,0.2,exp30,B,False,0,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.6,78.0,exp,31.8,1.0,65
R8,0.2,exp30,B,False,0,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.2,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,0,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.57,65.0,exp,30.6,1.0,65
R8,0.2,exp30,B,False,0,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.27,65.0,exp,31.0,1.0,65
R8,0.2,exp30,B,False,0,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.0,65.0,exp,31.4,1.0,65
R8,0.2,exp30,B,False,0,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.27,65.0,exp,30.9,1.0,65
R8,0.2,exp30,B,False,0,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.67,65.0,exp,30.9,1.0,65
R8,0.2,exp30,B,False,0,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.53,65.0,exp,30.7,1.0,65
R8,0.2,exp30,B,False,1,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.77,78.0,exp,32.2,1.0,65
R8,0.2,exp30,B,False,1,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.93,65.0,exp,30.7,1.0,65
R8,0.2,exp30,B,False,1,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.4,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,1,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.3,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,1,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.3,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,1,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.23,65.0,exp,29.7,1.0,65
R8,0.2,exp30,B,False,1,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.5,65.0,exp,29.7,1.0,65
R8,0.2,exp30,B,False,1,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.7,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,2,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.73,78.0,exp,28.2,1.0,65
R8,0.2,exp30,B,False,2,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.57,65.0,exp,28.9,1.0,65
R8,0.2,exp30,B,False,2,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.47,65.0,exp,30.1,1.0,65
R8,0.2,exp30,B,False,2,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.27,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,2,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.33,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,2,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.57,65.0,exp,29.8,1.0,65
R8,0.2,exp30,B,False,2,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.4,65.0,exp,29.8,1.0,65
R8,0.2,exp30,B,False,2,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.23,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,3,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",7.97,78.0,exp,33.5,1.0,65
R8,0.2,exp30,B,False,3,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.5,65.0,exp,31.8,1.0,65
R8,0.2,exp30,B,False,3,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.13,65.0,exp,30.3,1.0,65
R8,0.2,exp30,B,False,3,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.5,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,3,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.2,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,3,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.77,65.0,exp,29.9,1.0,65
R8,0.2,exp30,B,False,3,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.13,65.0,exp,30.1,1.0,65
R8,0.2,exp30,B,False,3,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.53,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,4,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.1,78.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,4,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",21.33,65.0,exp,30.4,1.0,65
R8,0.2,exp30,B,False,4,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.47,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,4,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.6,65.0,exp,30.9,1.0,65
R8,0.2,exp30,B,False,4,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.27,65.0,exp,30.8,1.0,65
R8,0.2,exp30,B,False,4,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.03,65.0,exp,30.7,1.0,65
R8,0.2,exp30,B,False,4,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.07,65.0,exp,30.6,1.0,65
R8,0.2,exp30,B,False,4,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.03,65.0,exp,30.4,1.0,65
R8,0.2,exp30,B,False,5,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",12.63,78.0,exp,31.8,1.0,65
R8,0.2,exp30,B,False,5,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.87,65.0,exp,32.4,1.0,65
R8,0.2,exp30,B,False,5,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.8,65.0,exp,31.2,1.0,65
R8,0.2,exp30,B,False,5,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.97,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,5,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.3,65.0,exp,30.7,1.0,65
R8,0.2,exp30,B,False,5,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.73,65.0,exp,30.8,1.0,65
R8,0.2,exp30,B,False,5,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.9,65.0,exp,30.6,1.0,65
R8,0.2,exp30,B,False,5,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.37,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,6,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.2,78.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,6,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.43,65.0,exp,29.4,1.0,65
R8,0.2,exp30,B,False,6,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.9,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,6,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.5,65.0,exp,31.0,1.0,65
R8,0.2,exp30,B,False,6,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.87,65.0,exp,30.8,1.0,65
R8,0.2,exp30,B,False,6,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.53,65.0,exp,30.3,1.0,65
R8,0.2,exp30,B,False,6,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",21.97,65.0,exp,30.3,1.0,65
R8,0.2,exp30,B,False,6,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.97,65.0,exp,30.1,1.0,65
R8,0.2,exp30,B,False,7,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",11.83,78.0,exp,33.1,1.0,65
R8,0.2,exp30,B,False,7,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",36.2,65.0,exp,31.7,1.0,65
R8,0.2,exp30,B,False,7,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.47,65.0,exp,31.3,1.0,65
R8,0.2,exp30,B,False,7,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.63,65.0,exp,30.8,1.0,65
R8,0.2,exp30,B,False,7,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.97,65.0,exp,30.9,1.0,65
R8,0.2,exp30,B,False,7,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.6,65.0,exp,30.6,1.0,65
R8,0.2,exp30,B,False,7,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.13,65.0,exp,30.4,1.0,65
R8,0.2,exp30,B,False,7,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.73,65.0,exp,30.0,1.0,65
R8,0.2,exp30,B,False,8,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",10.73,78.0,exp,34.5,1.0,65
R8,0.2,exp30,B,False,8,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.6,65.0,exp,31.0,1.0,65
R8,0.2,exp30,B,False,8,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.23,65.0,exp,31.2,1.0,65
R8,0.2,exp30,B,False,8,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.67,65.0,exp,31.0,1.0,65
R8,0.2,exp30,B,False,8,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.7,65.0,exp,30.7,1.0,65
R8,0.2,exp30,B,False,8,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.97,65.0,exp,30.6,1.0,65
R8,0.2,exp30,B,False,8,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.4,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,8,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.23,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,9,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",10.4,78.0,exp,29.2,1.0,65
R8,0.2,exp30,B,False,9,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",20.13,65.0,exp,30.1,1.0,65
R8,0.2,exp30,B,False,9,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.67,65.0,exp,30.4,1.0,65
R8,0.2,exp30,B,False,9,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.97,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,9,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",34.5,65.0,exp,30.3,1.0,65
R8,0.2,exp30,B,False,9,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.5,65.0,exp,30.5,1.0,65
R8,0.2,exp30,B,False,9,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.47,65.0,exp,30.2,1.0,65
R8,0.2,exp30,B,False,9,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.57,65.0,exp,30.1,1.0,65
R8,0.2,exp30,A,True,0,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.43,77.2,exp,31.8,1.0,65
R8,0.2,exp30,A,True,0,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.53,64.2,exp,30.3,1.0,65
R8,0.2,exp30,A,True,0,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.4,64.2,exp,30.5,1.0,65
R8,0.2,exp30,A,True,0,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",31.83,64.2,exp,31.0,1.0,65
R8,0.2,exp30,A,True,0,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.83,64.2,exp,31.4,1.0,65
R8,0.2,exp30,A,True,0,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.67,64.2,exp,31.0,1.0,65
R8,0.2,exp30,A,True,0,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.0,64.2,exp,31.0,1.0,65
R8,0.2,exp30,A,True,0,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.6,64.2,exp,30.8,1.0,65
R8,0.2,exp30,A,True,1,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.63,77.2,exp,32.1,1.0,65
R8,0.2,exp30,A,True,1,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",35.17,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,1,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.33,64.2,exp,30.1,1.0,65
R8,0.2,exp30,A,True,1,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.23,64.2,exp,30.1,1.0,65
R8,0.2,exp30,A,True,1,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.13,64.2,exp,30.0,1.0,65
R8,0.2,exp30,A,True,1,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",31.33,64.2,exp,29.7,1.0,65
R8,0.2,exp30,A,True,1,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.43,64.2,exp,29.7,1.0,65
R8,0.2,exp30,A,True,1,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.77,64.2,exp,30.0,1.0,65
R8,0.2,exp30,A,True,2,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",10.73,77.2,exp,27.7,1.0,65
R8,0.2,exp30,A,True,2,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.77,64.2,exp,28.3,1.0,65
R8,0.2,exp30,A,True,2,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.47,64.2,exp,29.7,1.0,65
R8,0.2,exp30,A,True,2,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.73,64.2,exp,29.6,1.0,65
R8,0.2,exp30,A,True,2,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.9,64.2,exp,29.7,1.0,65
R8,0.2,exp30,A,True,2,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.77,64.2,exp,29.5,1.0,65
R8,0.2,exp30,A,True,2,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.33,64.2,exp,29.6,1.0,65
R8,0.2,exp30,A,True,2,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",36.0,64.2,exp,29.9,1.0,65
R8,0.2,exp30,A,True,3,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.37,77.2,exp,34.8,1.0,65
R8,0.2,exp30,A,True,3,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.97,64.2,exp,32.0,1.0,65
R8,0.2,exp30,A,True,3,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.77,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,3,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",29.57,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,3,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.97,64.2,exp,30.3,1.0,65
R8,0.2,exp30,A,True,3,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.8,64.2,exp,30.0,1.0,65
R8,0.2,exp30,A,True,3,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.77,64.2,exp,30.2,1.0,65
R8,0.2,exp30,A,True,3,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.1,64.2,exp,30.1,1.0,65
R8,0.2,exp30,A,True,4,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",8.9,77.2,exp,30.2,1.0,65
R8,0.2,exp30,A,True,4,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",22.17,64.2,exp,30.6,1.0,65
R8,0.2,exp30,A,True,4,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.83,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,4,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.1,64.2,exp,30.7,1.0,65
R8,0.2,exp30,A,True,4,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",25.7,64.2,exp,30.7,1.0,65
R8,0.2,exp30,A,True,4,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.9,64.2,exp,30.5,1.0,65
R8,0.2,exp30,A,True,4,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.4,64.2,exp,30.5,1.0,65
R8,0.2,exp30,A,True,4,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.47,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,5,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",14.2,77.2,exp,32.5,1.0,65
R8,0.2,exp30,A,True,5,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.23,64.2,exp,32.1,1.0,65
R8,0.2,exp30,A,True,5,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",24.57,64.2,exp,30.9,1.0,65
R8,0.2,exp30,A,True,5,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",28.7,64.2,exp,30.2,1.0,65
R8,0.2,exp30,A,True,5,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",31.6,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,5,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",31.73,64.2,exp,30.6,1.0,65
R8,0.2,exp30,A,True,5,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",33.53,64.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,5,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.1,64.2,exp,30.3,1.0,65
R8,0.2,exp30,A,True,6,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",9.63,77.2,exp,30.4,1.0,65
R8,0.2,exp30,A,True,6,2,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.47,64.2,exp,29.2,1.0,65
R8,0.2,exp30,A,True,6,3,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",30.73,64.2,exp,29.7,1.0,65
R8,0.2,exp30,A,True,6,4,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",26.8,64.2,exp,30.7,1.0,65
R8,0.2,exp30,A,True,6,5,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",34.5,64.2,exp,30.5,1.0,65
R8,0.2,exp30,A,True,6,6,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",27.57,64.2,exp,30.1,1.0,65
R8,0.2,exp30,A,True,6,7,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",23.7,64.2,exp,30.2,1.0,65
R8,0.2,exp30,A,True,6,8,65,65,"[9, 12, 7, 5, 5, 9, 11, 7]",31.53,64.2,exp,30.0,1.0,65
R8,0.2,exp30,A,True,7,1,78,65,"[9, 12, 7, 5, 5, 9, 11, 7]",12.3,77.2,exp,32.9,1.0,65
