office,alpha,patience,rule,explore,history,period,hours_run,new_hours,new_plan,failures_per_day,paid_hours_per_day,fitted_family,fitted_mean,fitted_cv,oracle_hours
R8,0.1,exp30,A,False,0,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.07,81.0,exp,32.1,1.0,73
R8,0.1,exp30,A,False,0,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.03,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,0,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.67,73.0,exp,30.7,1.0,73
R8,0.1,exp30,A,False,0,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.37,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,0,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.87,73.0,exp,31.1,1.0,73
R8,0.1,exp30,A,False,0,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.83,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,0,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.1,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,0,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.47,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,1,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.47,81.0,exp,32.3,1.0,73
R8,0.1,exp30,A,False,1,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.37,73.0,exp,31.8,1.0,73
R8,0.1,exp30,A,False,1,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.63,73.0,exp,31.0,1.0,73
R8,0.1,exp30,A,False,1,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.63,73.0,exp,31.0,1.0,73
R8,0.1,exp30,A,False,1,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.13,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,1,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.73,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,1,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.53,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,1,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.53,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,2,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.67,81.0,exp,28.5,1.0,73
R8,0.1,exp30,A,False,2,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.23,73.0,exp,28.7,1.0,73
R8,0.1,exp30,A,False,2,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.03,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,2,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.6,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,2,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.4,73.0,exp,30.4,1.0,73
R8,0.1,exp30,A,False,2,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.73,73.0,exp,29.9,1.0,73
R8,0.1,exp30,A,False,2,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.87,73.0,exp,30.0,1.0,73
R8,0.1,exp30,A,False,2,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.43,73.0,exp,30.0,1.0,73
R8,0.1,exp30,A,False,3,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",5.57,81.0,exp,34.1,1.0,73
R8,0.1,exp30,A,False,3,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.03,73.0,exp,32.0,1.0,73
R8,0.1,exp30,A,False,3,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.5,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,3,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.27,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,3,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.73,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,3,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.23,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,3,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.0,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,3,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.83,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,4,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.13,81.0,exp,29.4,1.0,73
R8,0.1,exp30,A,False,4,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.63,73.0,exp,29.4,1.0,73
R8,0.1,exp30,A,False,4,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.63,73.0,exp,29.7,1.0,73
R8,0.1,exp30,A,False,4,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.47,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,4,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.47,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,4,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.23,73.0,exp,30.4,1.0,73
R8,0.1,exp30,A,False,4,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.33,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,4,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.0,73.0,exp,30.5,1.0,73
R8,0.1,exp30,A,False,5,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",8.6,81.0,exp,31.4,1.0,73
R8,0.1,exp30,A,False,5,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.7,73.0,exp,32.8,1.0,73
R8,0.1,exp30,A,False,5,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.63,73.0,exp,31.4,1.0,73
R8,0.1,exp30,A,False,5,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.07,73.0,exp,30.2,1.0,73
R8,0.1,exp30,A,False,5,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.23,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,5,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.03,73.0,exp,30.1,1.0,73
R8,0.1,exp30,A,False,5,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.43,73.0,exp,29.9,1.0,73
R8,0.1,exp30,A,False,5,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.3,73.0,exp,29.8,1.0,73
R8,0.1,exp30,A,False,6,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.97,81.0,exp,29.5,1.0,73
R8,0.1,exp30,A,False,6,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.93,73.0,exp,29.5,1.0,73
R8,0.1,exp30,A,False,6,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.9,73.0,exp,30.4,1.0,73
R8,0.1,exp30,A,False,6,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.53,73.0,exp,31.6,1.0,73
R8,0.1,exp30,A,False,6,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.93,73.0,exp,31.0,1.0,73
R8,0.1,exp30,A,False,6,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.33,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,6,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",10.87,73.0,exp,30.7,1.0,73
R8,0.1,exp30,A,False,6,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.9,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,7,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",9.17,81.0,exp,34.6,1.0,73
R8,0.1,exp30,A,False,7,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.6,73.0,exp,32.5,1.0,73
R8,0.1,exp30,A,False,7,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.73,73.0,exp,32.1,1.0,73
R8,0.1,exp30,A,False,7,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.53,73.0,exp,31.7,1.0,73
R8,0.1,exp30,A,False,7,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.37,73.0,exp,31.4,1.0,73
R8,0.1,exp30,A,False,7,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.77,73.0,exp,31.1,1.0,73
R8,0.1,exp30,A,False,7,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.9,73.0,exp,30.7,1.0,73
R8,0.1,exp30,A,False,7,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.43,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,8,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.87,81.0,exp,33.8,1.0,73
R8,0.1,exp30,A,False,8,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.9,73.0,exp,31.1,1.0,73
R8,0.1,exp30,A,False,8,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.87,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,8,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.7,73.0,exp,30.4,1.0,73
R8,0.1,exp30,A,False,8,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.93,73.0,exp,30.6,1.0,73
R8,0.1,exp30,A,False,8,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.93,73.0,exp,30.9,1.0,73
R8,0.1,exp30,A,False,8,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.77,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,8,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.13,73.0,exp,30.8,1.0,73
R8,0.1,exp30,A,False,9,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.77,81.0,exp,29.5,1.0,73
R8,0.1,exp30,A,False,9,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",10.63,73.0,exp,28.7,1.0,73
R8,0.1,exp30,A,False,9,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.67,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,9,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.93,73.0,exp,30.0,1.0,73
R8,0.1,exp30,A,False,9,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.17,73.0,exp,30.3,1.0,73
R8,0.1,exp30,A,False,9,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.73,73.0,exp,30.2,1.0,73
R8,0.1,exp30,A,False,9,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.37,73.0,exp,29.6,1.0,73
R8,0.1,exp30,A,False,9,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.97,73.0,exp,29.6,1.0,73
R8,0.1,exp30,B,False,0,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.07,81.0,exp,32.1,1.0,73
R8,0.1,exp30,B,False,0,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.03,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,0,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.67,73.0,exp,30.7,1.0,73
R8,0.1,exp30,B,False,0,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.37,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,0,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.87,73.0,exp,31.1,1.0,73
R8,0.1,exp30,B,False,0,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.83,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,0,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.1,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,0,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.47,73.0,exp,30.6,1.0,73
R8,0.1,exp30,B,False,1,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.47,81.0,exp,32.3,1.0,73
R8,0.1,exp30,B,False,1,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.37,73.0,exp,31.8,1.0,73
R8,0.1,exp30,B,False,1,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.63,73.0,exp,31.0,1.0,73
R8,0.1,exp30,B,False,1,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.63,73.0,exp,31.0,1.0,73
R8,0.1,exp30,B,False,1,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.13,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,1,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.73,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,1,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.53,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,1,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.53,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,2,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.67,81.0,exp,28.5,1.0,73
R8,0.1,exp30,B,False,2,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.23,73.0,exp,28.7,1.0,73
R8,0.1,exp30,B,False,2,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.03,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,2,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.6,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,2,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.4,73.0,exp,30.4,1.0,73
R8,0.1,exp30,B,False,2,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.73,73.0,exp,29.9,1.0,73
R8,0.1,exp30,B,False,2,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.87,73.0,exp,30.0,1.0,73
R8,0.1,exp30,B,False,2,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.43,73.0,exp,30.0,1.0,73
R8,0.1,exp30,B,False,3,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",5.57,81.0,exp,34.1,1.0,73
R8,0.1,exp30,B,False,3,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.03,73.0,exp,32.0,1.0,73
R8,0.1,exp30,B,False,3,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.5,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,3,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.27,73.0,exp,30.6,1.0,73
R8,0.1,exp30,B,False,3,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.73,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,3,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.23,73.0,exp,30.6,1.0,73
R8,0.1,exp30,B,False,3,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.0,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,3,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.83,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,4,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.13,81.0,exp,29.4,1.0,73
R8,0.1,exp30,B,False,4,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.63,73.0,exp,29.4,1.0,73
R8,0.1,exp30,B,False,4,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.63,73.0,exp,29.7,1.0,73
R8,0.1,exp30,B,False,4,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.47,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,4,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.47,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,4,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.23,73.0,exp,30.4,1.0,73
R8,0.1,exp30,B,False,4,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.33,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,4,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.0,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,5,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",8.6,81.0,exp,31.4,1.0,73
R8,0.1,exp30,B,False,5,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.7,73.0,exp,32.8,1.0,73
R8,0.1,exp30,B,False,5,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.63,73.0,exp,31.4,1.0,73
R8,0.1,exp30,B,False,5,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.07,73.0,exp,30.2,1.0,73
R8,0.1,exp30,B,False,5,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.23,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,5,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.03,73.0,exp,30.1,1.0,73
R8,0.1,exp30,B,False,5,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.43,73.0,exp,29.9,1.0,73
R8,0.1,exp30,B,False,5,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.3,73.0,exp,29.8,1.0,73
R8,0.1,exp30,B,False,6,1,81,74,"[10, 14, 8, 6, 6, 10, 12, 8]",6.97,81.0,lognormal,415.1,9.896,73
R8,0.1,exp30,B,False,6,2,74,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.53,74.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,6,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.9,73.0,lognormal,248.3,6.934,73
R8,0.1,exp30,B,False,6,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.53,73.0,exp,32.1,1.0,73
R8,0.1,exp30,B,False,6,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.93,73.0,exp,31.4,1.0,73
R8,0.1,exp30,B,False,6,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.33,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,6,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",10.87,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,6,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.9,73.0,exp,30.5,1.0,73
R8,0.1,exp30,B,False,7,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",9.17,81.0,lognormal,198.3,5.55,73
R8,0.1,exp30,B,False,7,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.6,73.0,exp,32.5,1.0,73
R8,0.1,exp30,B,False,7,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.73,73.0,exp,32.1,1.0,73
R8,0.1,exp30,B,False,7,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.53,73.0,exp,31.7,1.0,73
R8,0.1,exp30,B,False,7,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.37,73.0,exp,31.4,1.0,73
R8,0.1,exp30,B,False,7,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.77,73.0,exp,31.1,1.0,73
R8,0.1,exp30,B,False,7,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.9,73.0,exp,30.7,1.0,73
R8,0.1,exp30,B,False,7,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.43,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,8,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.87,81.0,lognormal,80.6,3.04,73
R8,0.1,exp30,B,False,8,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.9,73.0,exp,31.1,1.0,73
R8,0.1,exp30,B,False,8,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.87,73.0,exp,30.6,1.0,73
R8,0.1,exp30,B,False,8,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.7,73.0,exp,30.4,1.0,73
R8,0.1,exp30,B,False,8,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.93,73.0,exp,30.6,1.0,73
R8,0.1,exp30,B,False,8,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.93,73.0,exp,30.9,1.0,73
R8,0.1,exp30,B,False,8,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.77,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,8,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.13,73.0,exp,30.8,1.0,73
R8,0.1,exp30,B,False,9,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.77,81.0,exp,29.5,1.0,73
R8,0.1,exp30,B,False,9,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",10.63,73.0,exp,28.7,1.0,73
R8,0.1,exp30,B,False,9,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.67,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,9,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.93,73.0,exp,30.0,1.0,73
R8,0.1,exp30,B,False,9,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.17,73.0,exp,30.3,1.0,73
R8,0.1,exp30,B,False,9,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.73,73.0,exp,30.2,1.0,73
R8,0.1,exp30,B,False,9,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.37,73.0,exp,29.6,1.0,73
R8,0.1,exp30,B,False,9,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.97,73.0,exp,29.6,1.0,73
R8,0.1,exp30,A,True,0,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.1,80.2,exp,32.2,1.0,73
R8,0.1,exp30,A,True,0,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.47,72.2,exp,30.7,1.0,73
R8,0.1,exp30,A,True,0,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.8,72.2,exp,30.8,1.0,73
R8,0.1,exp30,A,True,0,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.37,72.2,exp,30.9,1.0,73
R8,0.1,exp30,A,True,0,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.07,72.2,exp,31.2,1.0,73
R8,0.1,exp30,A,True,0,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.17,72.2,exp,31.1,1.0,73
R8,0.1,exp30,A,True,0,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.03,72.2,exp,31.0,1.0,73
R8,0.1,exp30,A,True,0,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.27,72.2,exp,30.8,1.0,73
R8,0.1,exp30,A,True,1,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",7.47,80.2,exp,31.2,1.0,73
R8,0.1,exp30,A,True,1,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",20.63,72.2,exp,31.0,1.0,73
R8,0.1,exp30,A,True,1,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.7,72.2,exp,30.4,1.0,73
R8,0.1,exp30,A,True,1,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.0,72.2,exp,30.6,1.0,73
R8,0.1,exp30,A,True,1,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.1,72.2,exp,30.5,1.0,73
R8,0.1,exp30,A,True,1,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.77,72.2,exp,30.2,1.0,73
R8,0.1,exp30,A,True,1,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.63,72.2,exp,30.2,1.0,73
R8,0.1,exp30,A,True,1,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.67,72.2,exp,30.6,1.0,73
R8,0.1,exp30,A,True,2,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",8.53,80.2,exp,27.8,1.0,73
R8,0.1,exp30,A,True,2,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",13.67,72.2,exp,28.7,1.0,73
R8,0.1,exp30,A,True,2,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.27,72.2,exp,30.6,1.0,73
R8,0.1,exp30,A,True,2,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.03,72.2,exp,30.8,1.0,73
R8,0.1,exp30,A,True,2,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.77,72.2,exp,30.5,1.0,73
R8,0.1,exp30,A,True,2,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.6,72.2,exp,30.0,1.0,73
R8,0.1,exp30,A,True,2,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.53,72.2,exp,30.1,1.0,73
R8,0.1,exp30,A,True,2,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",21.2,72.2,exp,30.1,1.0,73
R8,0.1,exp30,A,True,3,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",5.77,80.2,exp,34.1,1.0,73
R8,0.1,exp30,A,True,3,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.27,72.2,exp,32.1,1.0,73
R8,0.1,exp30,A,True,3,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",17.3,72.2,exp,30.9,1.0,73
R8,0.1,exp30,A,True,3,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.57,72.2,exp,30.5,1.0,73
R8,0.1,exp30,A,True,3,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",18.13,72.2,exp,30.8,1.0,73
R8,0.1,exp30,A,True,3,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.23,72.2,exp,30.4,1.0,73
R8,0.1,exp30,A,True,3,7,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",15.13,72.2,exp,30.7,1.0,73
R8,0.1,exp30,A,True,3,8,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",19.2,72.2,exp,30.9,1.0,73
R8,0.1,exp30,A,True,4,1,81,73,"[10, 13, 8, 6, 6, 10, 12, 8]",6.8,80.2,exp,29.0,1.0,73
R8,0.1,exp30,A,True,4,2,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.17,72.2,exp,29.1,1.0,73
R8,0.1,exp30,A,True,4,3,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",12.43,72.2,exp,29.9,1.0,73
R8,0.1,exp30,A,True,4,4,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",11.93,72.2,exp,30.5,1.0,73
R8,0.1,exp30,A,True,4,5,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",14.83,72.2,exp,30.4,1.0,73
R8,0.1,exp30,A,True,4,6,73,73,"[10, 13, 8, 6, 6, 10, 12, 8]",16.03,72.2,exp,30.4,1.0,73
