office,alpha,patience,history,period,hours_run,new_hours,new_plan,failures_per_day,fitted_family,fitted_mean,fitted_cv
R32,0.1,logn30,4,8,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",30.6,lognormal,30.6,0.513
R32,0.1,logn30,5,1,277,249,"[27, 46, 33, 20, 17, 31, 43, 32]",3.8,lognormal,25.1,0.444
R32,0.1,logn30,5,2,249,251,"[27, 47, 33, 20, 18, 31, 43, 32]",64.07,lognormal,31.6,0.538
R32,0.1,logn30,5,3,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",44.77,lognormal,30.6,0.513
R32,0.1,logn30,5,4,251,252,"[27, 47, 33, 20, 18, 32, 43, 32]",45.43,lognormal,30.6,0.51
R32,0.1,logn30,5,5,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",31.0,lognormal,30.9,0.516
R32,0.1,logn30,5,6,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",31.17,lognormal,30.6,0.513
R32,0.1,logn30,5,7,252,251,"[27, 47, 33, 20, 18, 31, 43, 32]",39.13,lognormal,30.3,0.507
R32,0.1,logn30,5,8,251,252,"[27, 47, 33, 20, 18, 32, 43, 32]",43.6,lognormal,30.3,0.506
R32,0.1,logn30,6,1,277,250,"[27, 47, 33, 20, 17, 31, 43, 32]",8.4,lognormal,24.2,0.37
R32,0.1,logn30,6,2,250,252,"[27, 47, 33, 20, 18, 32, 43, 32]",57.47,lognormal,29.8,0.494
R32,0.1,logn30,6,3,252,251,"[27, 47, 33, 20, 18, 31, 43, 32]",46.4,lognormal,29.5,0.492
R32,0.1,logn30,6,4,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",40.17,lognormal,29.5,0.49
R32,0.1,logn30,6,5,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",43.7,lognormal,29.3,0.486
R32,0.1,logn30,6,6,251,252,"[27, 47, 33, 20, 18, 32, 43, 32]",66.27,lognormal,29.8,0.494
R32,0.1,logn30,6,7,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",45.53,lognormal,29.6,0.489
R32,0.1,logn30,6,8,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",37.23,lognormal,29.7,0.491
R32,0.1,logn30,7,1,277,253,"[27, 47, 33, 20, 18, 32, 44, 32]",12.6,lognormal,33.7,0.566
R32,0.1,logn30,7,2,253,253,"[27, 47, 33, 20, 18, 32, 44, 32]",53.8,lognormal,31.6,0.527
R32,0.1,logn30,7,3,253,252,"[27, 47, 33, 20, 18, 32, 43, 32]",41.97,lognormal,30.6,0.512
R32,0.1,logn30,7,4,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",50.27,lognormal,31.0,0.519
R32,0.1,logn30,7,5,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",39.03,lognormal,31.0,0.518
R32,0.1,logn30,7,6,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",47.1,lognormal,30.6,0.509
R32,0.1,logn30,7,7,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",42.8,lognormal,30.5,0.509
R32,0.1,logn30,7,8,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",41.1,lognormal,30.3,0.505
R32,0.1,logn30,8,1,277,249,"[27, 46, 33, 20, 17, 31, 43, 32]",8.2,lognormal,27.4,0.489
R32,0.1,logn30,8,2,249,252,"[27, 47, 33, 20, 18, 32, 43, 32]",37.9,lognormal,29.9,0.496
R32,0.1,logn30,8,3,252,251,"[27, 47, 33, 20, 18, 31, 43, 32]",41.8,lognormal,30.4,0.509
R32,0.1,logn30,8,4,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",57.17,lognormal,29.5,0.491
R32,0.1,logn30,8,5,251,252,"[27, 47, 33, 20, 18, 32, 43, 32]",52.3,lognormal,29.7,0.491
R32,0.1,logn30,8,6,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",44.87,lognormal,29.7,0.491
R32,0.1,logn30,8,7,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",39.63,lognormal,29.7,0.49
R32,0.1,logn30,8,8,252,252,"[27, 47, 33, 20, 18, 32, 43, 32]",44.4,lognormal,29.8,0.492
R32,0.1,logn30,9,1,277,251,"[27, 47, 33, 20, 18, 31, 43, 32]",4.8,lognormal,26.2,0.418
R32,0.1,logn30,9,2,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",52.43,lognormal,29.3,0.487
R32,0.1,logn30,9,3,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",55.07,lognormal,29.6,0.493
R32,0.1,logn30,9,4,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",58.2,lognormal,29.7,0.496
R32,0.1,logn30,9,5,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",30.9,lognormal,29.6,0.497
R32,0.1,logn30,9,6,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",60.7,lognormal,30.0,0.504
R32,0.1,logn30,9,7,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",33.53,lognormal,29.8,0.498
R32,0.1,logn30,9,8,251,251,"[27, 47, 33, 20, 18, 31, 43, 32]",32.87,lognormal,30.0,0.502
R32,0.2,exp30,0,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",21.73,exp,30.4,1.0
R32,0.2,exp30,0,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.53,exp,30.2,1.0
R32,0.2,exp30,0,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",157.2,exp,30.3,1.0
R32,0.2,exp30,0,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",157.13,exp,30.0,1.0
R32,0.2,exp30,0,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",150.93,exp,30.2,1.0
R32,0.2,exp30,0,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",153.43,exp,30.2,1.0
R32,0.2,exp30,0,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",147.03,exp,30.1,1.0
R32,0.2,exp30,0,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",135.57,exp,30.1,1.0
R32,0.2,exp30,1,1,269,210,"[23, 39, 28, 17, 15, 26, 36, 26]",21.83,exp,29.5,1.0
R32,0.2,exp30,1,2,210,211,"[23, 39, 28, 17, 15, 26, 36, 27]",154.57,exp,29.9,1.0
R32,0.2,exp30,1,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",151.13,exp,30.0,1.0
R32,0.2,exp30,1,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.23,exp,30.0,1.0
R32,0.2,exp30,1,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",149.43,exp,30.1,1.0
R32,0.2,exp30,1,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",150.6,exp,30.0,1.0
R32,0.2,exp30,1,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",163.73,exp,30.0,1.0
R32,0.2,exp30,1,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",144.5,exp,30.0,1.0
R32,0.2,exp30,2,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",23.6,exp,30.0,1.0
R32,0.2,exp30,2,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",137.23,exp,30.2,1.0
R32,0.2,exp30,2,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",147.1,exp,30.4,1.0
R32,0.2,exp30,2,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",145.2,exp,30.2,1.0
R32,0.2,exp30,2,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.3,exp,30.2,1.0
R32,0.2,exp30,2,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",144.33,exp,30.2,1.0
R32,0.2,exp30,2,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",154.17,exp,30.1,1.0
R32,0.2,exp30,2,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",153.8,exp,30.1,1.0
R32,0.2,exp30,3,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",23.0,exp,30.7,1.0
R32,0.2,exp30,3,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",155.2,exp,30.4,1.0
R32,0.2,exp30,3,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",157.97,exp,30.3,1.0
R32,0.2,exp30,3,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",153.37,exp,30.0,1.0
R32,0.2,exp30,3,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",159.77,exp,30.1,1.0
R32,0.2,exp30,3,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",126.3,exp,30.1,1.0
R32,0.2,exp30,3,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",140.7,exp,30.1,1.0
R32,0.2,exp30,3,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.03,exp,30.1,1.0
R32,0.2,exp30,4,1,269,208,"[22, 39, 27, 17, 15, 26, 36, 26]",27.3,exp,28.2,1.0
R32,0.2,exp30,4,2,208,211,"[23, 39, 28, 17, 15, 26, 36, 27]",158.83,exp,30.4,1.0
R32,0.2,exp30,4,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",143.27,exp,30.3,1.0
R32,0.2,exp30,4,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",145.73,exp,30.1,1.0
R32,0.2,exp30,4,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",157.23,exp,30.1,1.0
R32,0.2,exp30,4,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.73,exp,30.3,1.0
R32,0.2,exp30,4,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",131.47,exp,30.2,1.0
R32,0.2,exp30,4,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",137.9,exp,30.2,1.0
R32,0.2,exp30,5,1,269,210,"[23, 39, 28, 17, 15, 26, 36, 26]",24.93,exp,29.6,1.0
R32,0.2,exp30,5,2,210,211,"[23, 39, 28, 17, 15, 26, 36, 27]",161.27,exp,30.1,1.0
R32,0.2,exp30,5,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",149.47,exp,29.9,1.0
R32,0.2,exp30,5,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",145.9,exp,30.0,1.0
R32,0.2,exp30,5,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",143.8,exp,30.0,1.0
R32,0.2,exp30,5,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",146.27,exp,30.4,1.0
R32,0.2,exp30,5,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",142.9,exp,30.2,1.0
R32,0.2,exp30,5,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",146.7,exp,30.2,1.0
R32,0.2,exp30,6,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",26.73,exp,31.0,1.0
R32,0.2,exp30,6,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",156.37,exp,30.9,1.0
R32,0.2,exp30,6,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.5,exp,30.4,1.0
R32,0.2,exp30,6,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.03,exp,30.3,1.0
R32,0.2,exp30,6,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.6,exp,30.2,1.0
R32,0.2,exp30,6,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",165.9,exp,30.2,1.0
R32,0.2,exp30,6,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",151.13,exp,30.2,1.0
R32,0.2,exp30,6,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",147.8,exp,30.2,1.0
R32,0.2,exp30,7,1,269,208,"[22, 39, 27, 17, 15, 26, 36, 26]",31.93,exp,28.3,1.0
R32,0.2,exp30,7,2,208,210,"[23, 39, 28, 17, 15, 26, 36, 26]",167.83,exp,29.4,1.0
R32,0.2,exp30,7,3,210,210,"[23, 39, 28, 17, 15, 26, 36, 26]",151.17,exp,29.7,1.0
R32,0.2,exp30,7,4,210,210,"[23, 39, 28, 17, 15, 26, 36, 26]",154.37,exp,29.6,1.0
R32,0.2,exp30,7,5,210,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.5,exp,29.8,1.0
R32,0.2,exp30,7,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",149.17,exp,30.1,1.0
R32,0.2,exp30,7,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",153.47,exp,30.0,1.0
R32,0.2,exp30,7,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",149.67,exp,30.0,1.0
R32,0.2,exp30,8,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",24.97,exp,30.9,1.0
R32,0.2,exp30,8,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",136.6,exp,30.1,1.0
R32,0.2,exp30,8,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",154.93,exp,29.8,1.0
R32,0.2,exp30,8,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",154.73,exp,29.9,1.0
R32,0.2,exp30,8,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.67,exp,30.2,1.0
R32,0.2,exp30,8,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",145.87,exp,30.1,1.0
R32,0.2,exp30,8,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",148.03,exp,30.1,1.0
R32,0.2,exp30,8,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",152.6,exp,30.1,1.0
R32,0.2,exp30,9,1,269,211,"[23, 39, 28, 17, 15, 26, 36, 27]",23.9,exp,30.8,1.0
R32,0.2,exp30,9,2,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",145.6,exp,30.0,1.0
R32,0.2,exp30,9,3,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",155.43,exp,30.1,1.0
R32,0.2,exp30,9,4,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",162.2,exp,30.1,1.0
R32,0.2,exp30,9,5,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",139.73,exp,30.2,1.0
R32,0.2,exp30,9,6,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",159.73,exp,30.1,1.0
R32,0.2,exp30,9,7,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",138.53,exp,30.1,1.0
R32,0.2,exp30,9,8,211,211,"[23, 39, 28, 17, 15, 26, 36, 27]",146.93,exp,29.9,1.0
R32,0.2,logn30,0,1,269,249,"[27, 46, 33, 20, 17, 31, 43, 32]",6.3,lognormal,36.6,0.559
R32,0.2,logn30,0,2,249,242,"[26, 45, 32, 19, 17, 30, 42, 31]",56.77,lognormal,29.0,0.473
R32,0.2,logn30,0,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",99.33,lognormal,30.3,0.504
R32,0.2,logn30,0,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",105.7,lognormal,30.0,0.498
R32,0.2,logn30,0,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",86.43,lognormal,29.5,0.491
R32,0.2,logn30,0,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",95.8,lognormal,29.6,0.493
R32,0.2,logn30,0,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",85.6,lognormal,29.8,0.494
R32,0.2,logn30,0,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",54.73,lognormal,29.7,0.493
R32,0.2,logn30,1,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",12.07,lognormal,31.1,0.538
R32,0.2,logn30,1,2,242,243,"[26, 46, 32, 19, 17, 30, 42, 31]",104.0,lognormal,30.4,0.502
R32,0.2,logn30,1,3,243,242,"[26, 45, 32, 19, 17, 30, 42, 31]",76.6,lognormal,30.2,0.505
R32,0.2,logn30,1,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",102.93,lognormal,29.7,0.494
R32,0.2,logn30,1,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",89.03,lognormal,29.7,0.494
R32,0.2,logn30,1,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",83.97,lognormal,29.6,0.495
R32,0.2,logn30,1,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",109.27,lognormal,29.8,0.497
R32,0.2,logn30,1,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",78.17,lognormal,29.9,0.501
R32,0.2,logn30,2,1,269,244,"[26, 46, 32, 19, 17, 31, 42, 31]",8.33,lognormal,35.3,0.586
R32,0.2,logn30,2,2,244,242,"[26, 45, 32, 19, 17, 30, 42, 31]",51.93,lognormal,29.4,0.489
R32,0.2,logn30,2,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",74.0,lognormal,28.8,0.475
R32,0.2,logn30,2,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",82.27,lognormal,29.1,0.48
R32,0.2,logn30,2,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",84.17,lognormal,29.0,0.477
R32,0.2,logn30,2,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",73.4,lognormal,29.0,0.479
R32,0.2,logn30,2,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",101.0,lognormal,29.2,0.482
R32,0.2,logn30,2,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",95.93,lognormal,29.2,0.482
R32,0.2,logn30,3,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",13.53,lognormal,29.9,0.506
R32,0.2,logn30,3,2,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",102.1,lognormal,29.2,0.486
R32,0.2,logn30,3,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",108.83,lognormal,29.9,0.497
R32,0.2,logn30,3,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",98.1,lognormal,30.3,0.506
R32,0.2,logn30,3,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",106.2,lognormal,30.3,0.506
R32,0.2,logn30,3,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",52.63,lognormal,30.3,0.506
R32,0.2,logn30,3,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",66.4,lognormal,30.4,0.51
R32,0.2,logn30,3,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",90.3,lognormal,30.3,0.507
R32,0.2,logn30,4,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",25.37,lognormal,34.2,0.6
R32,0.2,logn30,4,2,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",83.9,lognormal,31.0,0.531
R32,0.2,logn30,4,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",84.43,lognormal,31.1,0.532
R32,0.2,logn30,4,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",88.17,lognormal,30.5,0.515
R32,0.2,logn30,4,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",105.37,lognormal,30.2,0.51
R32,0.2,logn30,4,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",91.23,lognormal,30.1,0.508
R32,0.2,logn30,4,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",56.87,lognormal,30.1,0.506
R32,0.2,logn30,4,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",62.87,lognormal,29.9,0.502
R32,0.2,logn30,5,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",14.3,lognormal,33.0,0.572
R32,0.2,logn30,5,2,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",103.43,lognormal,31.2,0.531
R32,0.2,logn30,5,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",83.03,lognormal,30.6,0.515
R32,0.2,logn30,5,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",95.57,lognormal,30.4,0.509
R32,0.2,logn30,5,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",70.43,lognormal,30.4,0.508
R32,0.2,logn30,5,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",66.9,lognormal,30.2,0.503
R32,0.2,logn30,5,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",80.87,lognormal,30.0,0.5
R32,0.2,logn30,5,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",78.27,lognormal,30.3,0.504
R32,0.2,logn30,6,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",16.8,lognormal,29.3,0.484
R32,0.2,logn30,6,2,242,243,"[26, 46, 32, 19, 17, 30, 42, 31]",113.13,lognormal,30.4,0.502
R32,0.2,logn30,6,3,243,242,"[26, 45, 32, 19, 17, 30, 42, 31]",82.2,lognormal,30.0,0.501
R32,0.2,logn30,6,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",72.57,lognormal,29.9,0.501
R32,0.2,logn30,6,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",86.4,lognormal,29.8,0.497
R32,0.2,logn30,6,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",110.13,lognormal,30.3,0.508
R32,0.2,logn30,6,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",94.3,lognormal,30.3,0.506
R32,0.2,logn30,6,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",77.63,lognormal,30.3,0.507
R32,0.2,logn30,7,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",21.3,lognormal,32.0,0.54
R32,0.2,logn30,7,2,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",104.03,lognormal,31.3,0.529
R32,0.2,logn30,7,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",104.03,lognormal,30.9,0.52
R32,0.2,logn30,7,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",95.13,lognormal,31.1,0.524
R32,0.2,logn30,7,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",78.33,lognormal,30.9,0.517
R32,0.2,logn30,7,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",89.5,lognormal,30.9,0.517
R32,0.2,logn30,7,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",80.77,lognormal,30.8,0.516
R32,0.2,logn30,7,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",84.97,lognormal,30.6,0.513
R32,0.2,logn30,8,1,269,242,"[26, 45, 32, 19, 17, 30, 42, 31]",15.0,lognormal,32.5,0.553
R32,0.2,logn30,8,2,242,243,"[26, 46, 32, 19, 17, 30, 42, 31]",68.8,lognormal,31.0,0.512
R32,0.2,logn30,8,3,243,242,"[26, 45, 32, 19, 17, 30, 42, 31]",80.77,lognormal,30.5,0.51
R32,0.2,logn30,8,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",103.63,lognormal,30.1,0.5
R32,0.2,logn30,8,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",96.7,lognormal,30.0,0.498
R32,0.2,logn30,8,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",88.83,lognormal,30.1,0.501
R32,0.2,logn30,8,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",96.13,lognormal,30.3,0.503
R32,0.2,logn30,8,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",95.9,lognormal,30.5,0.507
R32,0.2,logn30,9,1,269,241,"[26, 45, 32, 19, 16, 30, 42, 31]",9.2,lognormal,26.9,0.451
R32,0.2,logn30,9,2,241,242,"[26, 45, 32, 19, 17, 30, 42, 31]",94.93,lognormal,29.1,0.487
R32,0.2,logn30,9,3,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",103.2,lognormal,29.3,0.485
R32,0.2,logn30,9,4,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",105.8,lognormal,29.4,0.487
R32,0.2,logn30,9,5,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",69.8,lognormal,29.4,0.488
R32,0.2,logn30,9,6,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",103.57,lognormal,29.6,0.491
R32,0.2,logn30,9,7,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",68.43,lognormal,29.4,0.488
R32,0.2,logn30,9,8,242,242,"[26, 45, 32, 19, 17, 30, 42, 31]",78.83,lognormal,29.4,0.489
