office,alpha,patience,history,period,hours_run,new_hours,new_plan,failures_per_day,fitted_family,fitted_mean,fitted_cv
R8,0.1,exp30,0,1,81,71,"[8, 12, 9, 6, 6, 9, 12, 9]",6.2,exp,30.9,1.0
R8,0.1,exp30,0,2,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.33,exp,29.8,1.0
R8,0.1,exp30,0,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.93,exp,31.3,1.0
R8,0.1,exp30,0,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",14.1,exp,30.7,1.0
R8,0.1,exp30,0,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.7,exp,30.4,1.0
R8,0.1,exp30,0,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",21.0,exp,30.0,1.0
R8,0.1,exp30,0,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.33,exp,29.5,1.0
R8,0.1,exp30,0,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",14.1,exp,29.6,1.0
R8,0.1,exp30,1,1,81,71,"[8, 12, 9, 6, 6, 9, 12, 9]",7.2,exp,28.0,1.0
R8,0.1,exp30,1,2,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.23,exp,30.8,1.0
R8,0.1,exp30,1,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.37,exp,29.8,1.0
R8,0.1,exp30,1,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.0,exp,29.7,1.0
R8,0.1,exp30,1,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.8,exp,29.6,1.0
R8,0.1,exp30,1,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.43,exp,29.5,1.0
R8,0.1,exp30,1,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",20.23,exp,29.6,1.0
R8,0.1,exp30,1,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.37,exp,29.5,1.0
R8,0.1,exp30,2,1,81,72,"[8, 13, 9, 6, 6, 9, 12, 9]",6.77,exp,25.9,1.0
R8,0.1,exp30,2,2,72,71,"[8, 12, 9, 6, 6, 9, 12, 9]",12.7,exp,29.7,1.0
R8,0.1,exp30,2,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.97,exp,30.1,1.0
R8,0.1,exp30,2,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",14.6,exp,29.6,1.0
R8,0.1,exp30,2,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.23,exp,30.3,1.0
R8,0.1,exp30,2,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.5,exp,30.2,1.0
R8,0.1,exp30,2,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.73,exp,30.1,1.0
R8,0.1,exp30,2,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.6,exp,29.9,1.0
R8,0.1,exp30,3,1,81,72,"[8, 13, 9, 6, 6, 9, 12, 9]",8.4,lognormal,494.5,11.42
R8,0.1,exp30,3,2,72,72,"[8, 13, 9, 6, 6, 9, 12, 9]",18.0,lognormal,186.8,5.875
R8,0.1,exp30,3,3,72,71,"[8, 12, 9, 6, 6, 9, 12, 9]",13.17,exp,29.3,1.0
R8,0.1,exp30,3,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",21.33,exp,28.9,1.0
R8,0.1,exp30,3,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.57,exp,29.1,1.0
R8,0.1,exp30,3,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.07,exp,29.3,1.0
R8,0.1,exp30,3,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.83,exp,29.4,1.0
R8,0.1,exp30,3,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.97,exp,29.7,1.0
R8,0.1,exp30,4,1,81,71,"[8, 12, 9, 6, 6, 9, 12, 9]",6.37,exp,29.1,1.0
R8,0.1,exp30,4,2,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.07,exp,29.8,1.0
R8,0.1,exp30,4,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.37,exp,30.3,1.0
R8,0.1,exp30,4,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.47,exp,30.3,1.0
R8,0.1,exp30,4,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.57,exp,30.4,1.0
R8,0.1,exp30,4,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.67,exp,30.6,1.0
R8,0.1,exp30,4,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.03,exp,30.5,1.0
R8,0.1,exp30,4,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.57,exp,30.5,1.0
R8,0.1,exp30,5,1,81,72,"[8, 13, 9, 6, 6, 9, 12, 9]",7.67,exp,33.2,1.0
R8,0.1,exp30,5,2,72,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.93,exp,29.6,1.0
R8,0.1,exp30,5,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",20.03,exp,30.0,1.0
R8,0.1,exp30,5,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.07,exp,30.6,1.0
R8,0.1,exp30,5,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.53,exp,30.4,1.0
R8,0.1,exp30,5,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.03,exp,30.7,1.0
R8,0.1,exp30,5,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.13,exp,30.8,1.0
R8,0.1,exp30,5,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.73,exp,30.7,1.0
R8,0.1,exp30,6,1,81,71,"[8, 12, 9, 6, 6, 9, 12, 9]",8.93,exp,30.0,1.0
R8,0.1,exp30,6,2,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.67,exp,28.9,1.0
R8,0.1,exp30,6,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.9,exp,30.2,1.0
R8,0.1,exp30,6,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.3,exp,29.6,1.0
R8,0.1,exp30,6,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.73,exp,29.4,1.0
R8,0.1,exp30,6,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.8,exp,29.4,1.0
R8,0.1,exp30,6,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",14.07,exp,29.8,1.0
R8,0.1,exp30,6,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.57,exp,29.8,1.0
R8,0.1,exp30,7,1,81,72,"[8, 13, 9, 6, 6, 9, 12, 9]",6.43,exp,33.9,1.0
R8,0.1,exp30,7,2,72,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.23,exp,30.6,1.0
R8,0.1,exp30,7,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.83,exp,29.4,1.0
R8,0.1,exp30,7,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.1,exp,28.9,1.0
R8,0.1,exp30,7,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",24.03,exp,29.4,1.0
R8,0.1,exp30,7,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.73,exp,29.6,1.0
R8,0.1,exp30,7,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.37,exp,29.4,1.0
R8,0.1,exp30,7,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.47,exp,29.3,1.0
R8,0.1,exp30,8,1,81,72,"[8, 13, 9, 6, 6, 9, 12, 9]",5.37,lognormal,219.1,6.256
R8,0.1,exp30,8,2,72,71,"[8, 12, 9, 6, 6, 9, 12, 9]",14.6,exp,30.1,1.0
R8,0.1,exp30,8,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.37,exp,29.8,1.0
R8,0.1,exp30,8,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.27,exp,30.2,1.0
R8,0.1,exp30,8,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.57,exp,30.0,1.0
R8,0.1,exp30,8,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",18.73,exp,29.9,1.0
R8,0.1,exp30,8,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",20.43,exp,30.0,1.0
R8,0.1,exp30,8,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.8,exp,29.9,1.0
R8,0.1,exp30,9,1,81,71,"[8, 12, 9, 6, 6, 9, 12, 9]",7.7,exp,31.7,1.0
R8,0.1,exp30,9,2,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.1,exp,28.8,1.0
R8,0.1,exp30,9,3,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",20.47,exp,29.4,1.0
R8,0.1,exp30,9,4,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.9,exp,30.8,1.0
R8,0.1,exp30,9,5,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",16.97,exp,30.7,1.0
R8,0.1,exp30,9,6,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",19.0,exp,30.4,1.0
R8,0.1,exp30,9,7,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",15.23,exp,30.7,1.0
R8,0.1,exp30,9,8,71,71,"[8, 12, 9, 6, 6, 9, 12, 9]",17.53,exp,30.9,1.0
R8,0.1,logn30,0,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",2.7,lognormal,39.1,0.703
R8,0.1,logn30,0,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",11.4,lognormal,26.7,0.451
R8,0.1,logn30,0,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.17,lognormal,28.6,0.481
R8,0.1,logn30,0,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",8.73,lognormal,29.1,0.486
R8,0.1,logn30,0,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.8,lognormal,29.8,0.5
R8,0.1,logn30,0,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",17.2,lognormal,29.1,0.485
R8,0.1,logn30,0,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.13,lognormal,29.4,0.491
R8,0.1,logn30,0,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",7.97,lognormal,29.4,0.491
R8,0.1,logn30,1,1,81,74,"[8, 13, 10, 6, 6, 9, 12, 10]",3.63,lognormal,32.7,0.504
R8,0.1,logn30,1,2,74,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.93,lognormal,32.9,0.56
R8,0.1,logn30,1,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.7,lognormal,33.3,0.563
R8,0.1,logn30,1,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.2,lognormal,32.3,0.54
R8,0.1,logn30,1,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.03,lognormal,31.8,0.538
R8,0.1,logn30,1,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.97,lognormal,31.5,0.531
R8,0.1,logn30,1,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",19.97,lognormal,30.8,0.513
R8,0.1,logn30,1,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.43,lognormal,31.0,0.517
R8,0.1,logn30,2,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",3.07,lognormal,30.9,0.537
R8,0.1,logn30,2,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",10.77,lognormal,31.6,0.532
R8,0.1,logn30,2,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",11.33,lognormal,31.5,0.52
R8,0.1,logn30,2,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",7.87,lognormal,33.3,0.559
R8,0.1,logn30,2,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.87,lognormal,32.4,0.551
R8,0.1,logn30,2,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.23,lognormal,31.1,0.526
R8,0.1,logn30,2,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.67,lognormal,30.3,0.509
R8,0.1,logn30,2,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.6,lognormal,30.0,0.506
R8,0.1,logn30,3,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",4.27,lognormal,27.4,0.449
R8,0.1,logn30,3,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.97,lognormal,29.2,0.5
R8,0.1,logn30,3,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",6.8,lognormal,28.6,0.482
R8,0.1,logn30,3,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",20.5,lognormal,29.3,0.496
R8,0.1,logn30,3,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.53,lognormal,29.6,0.503
R8,0.1,logn30,3,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",9.47,lognormal,29.2,0.492
R8,0.1,logn30,3,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",11.57,lognormal,28.9,0.484
R8,0.1,logn30,3,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.2,lognormal,29.1,0.487
R8,0.1,logn30,4,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",4.73,lognormal,29.7,0.485
R8,0.1,logn30,4,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.57,lognormal,29.7,0.494
R8,0.1,logn30,4,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",18.67,lognormal,30.6,0.509
R8,0.1,logn30,4,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.47,lognormal,29.9,0.493
R8,0.1,logn30,4,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.87,lognormal,29.3,0.484
R8,0.1,logn30,4,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.6,lognormal,29.6,0.491
R8,0.1,logn30,4,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.8,lognormal,30.0,0.502
R8,0.1,logn30,4,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",9.47,lognormal,30.2,0.506
R8,0.1,logn30,5,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",3.73,lognormal,26.4,0.402
R8,0.1,logn30,5,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",19.2,lognormal,32.7,0.536
R8,0.1,logn30,5,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",18.1,lognormal,31.4,0.503
R8,0.1,logn30,5,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",18.17,lognormal,31.6,0.507
R8,0.1,logn30,5,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",9.5,lognormal,31.9,0.519
R8,0.1,logn30,5,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",17.63,lognormal,30.9,0.502
R8,0.1,logn30,5,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.7,lognormal,31.1,0.507
R8,0.1,logn30,5,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.2,lognormal,31.0,0.504
R8,0.1,logn30,6,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",7.93,lognormal,29.1,0.467
R8,0.1,logn30,6,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.73,lognormal,28.9,0.462
R8,0.1,logn30,6,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.67,lognormal,30.1,0.492
R8,0.1,logn30,6,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.23,lognormal,30.0,0.49
R8,0.1,logn30,6,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.2,lognormal,30.4,0.498
R8,0.1,logn30,6,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",18.33,lognormal,30.2,0.495
R8,0.1,logn30,6,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",6.73,lognormal,30.0,0.494
R8,0.1,logn30,6,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.17,lognormal,29.8,0.486
R8,0.1,logn30,7,1,81,74,"[8, 13, 10, 6, 6, 9, 12, 10]",4.2,lognormal,33.1,0.521
R8,0.1,logn30,7,2,74,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.83,lognormal,28.4,0.458
R8,0.1,logn30,7,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.5,lognormal,29.5,0.484
R8,0.1,logn30,7,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",16.03,lognormal,30.4,0.497
R8,0.1,logn30,7,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",20.0,lognormal,30.1,0.488
R8,0.1,logn30,7,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.17,lognormal,30.2,0.495
R8,0.1,logn30,7,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",13.8,lognormal,30.2,0.494
R8,0.1,logn30,7,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",10.9,lognormal,30.1,0.493
R8,0.1,logn30,8,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",2.47,lognormal,33.9,0.561
R8,0.1,logn30,8,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",11.3,lognormal,32.2,0.536
R8,0.1,logn30,8,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.73,lognormal,31.0,0.513
R8,0.1,logn30,8,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.1,lognormal,31.6,0.537
R8,0.1,logn30,8,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.67,lognormal,30.5,0.517
R8,0.1,logn30,8,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.57,lognormal,30.1,0.507
R8,0.1,logn30,8,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",17.47,lognormal,30.3,0.512
R8,0.1,logn30,8,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",18.93,lognormal,30.1,0.512
R8,0.1,logn30,9,1,81,73,"[8, 13, 10, 6, 6, 9, 12, 9]",5.67,lognormal,30.2,0.501
R8,0.1,logn30,9,2,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",12.33,lognormal,29.4,0.466
R8,0.1,logn30,9,3,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",15.63,lognormal,28.7,0.461
R8,0.1,logn30,9,4,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.17,lognormal,29.3,0.481
R8,0.1,logn30,9,5,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",10.67,lognormal,29.2,0.482
R8,0.1,logn30,9,6,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",21.23,lognormal,29.3,0.487
R8,0.1,logn30,9,7,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",8.23,lognormal,29.1,0.485
R8,0.1,logn30,9,8,73,73,"[8, 13, 10, 6, 6, 9, 12, 9]",14.57,lognormal,29.1,0.484
R8,0.2,exp30,0,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",8.73,exp,30.0,1.0
R8,0.2,exp30,0,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",30.47,exp,29.4,1.0
R8,0.2,exp30,0,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.63,exp,30.7,1.0
R8,0.2,exp30,0,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",27.83,exp,30.5,1.0
R8,0.2,exp30,0,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",32.83,exp,30.2,1.0
R8,0.2,exp30,0,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.63,exp,30.0,1.0
R8,0.2,exp30,0,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",31.73,exp,29.7,1.0
R8,0.2,exp30,0,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",28.87,exp,29.6,1.0
R8,0.2,exp30,1,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",9.9,exp,28.3,1.0
R8,0.2,exp30,1,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.27,exp,31.3,1.0
R8,0.2,exp30,1,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.83,exp,30.1,1.0
R8,0.2,exp30,1,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",33.9,exp,30.1,1.0
R8,0.2,exp30,1,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",38.23,exp,29.7,1.0
R8,0.2,exp30,1,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.8,exp,29.9,1.0
R8,0.2,exp30,1,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",37.53,exp,29.8,1.0
R8,0.2,exp30,1,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.6,exp,29.7,1.0
R8,0.2,exp30,2,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",9.7,exp,26.4,1.0
R8,0.2,exp30,2,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",31.8,exp,29.3,1.0
R8,0.2,exp30,2,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",30.3,exp,29.9,1.0
R8,0.2,exp30,2,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.43,exp,29.5,1.0
R8,0.2,exp30,2,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.63,exp,29.8,1.0
R8,0.2,exp30,2,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.97,exp,30.1,1.0
R8,0.2,exp30,2,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.7,exp,30.2,1.0
R8,0.2,exp30,2,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.03,exp,30.1,1.0
R8,0.2,exp30,3,1,78,63,"[7, 11, 8, 6, 5, 8, 10, 8]",10.23,lognormal,321.6,8.425
R8,0.2,exp30,3,2,63,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.67,exp,30.0,1.0
R8,0.2,exp30,3,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.77,exp,28.8,1.0
R8,0.2,exp30,3,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",38.83,exp,29.1,1.0
R8,0.2,exp30,3,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.77,exp,29.2,1.0
R8,0.2,exp30,3,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.27,exp,29.4,1.0
R8,0.2,exp30,3,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.43,exp,29.5,1.0
R8,0.2,exp30,3,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.33,exp,29.8,1.0
R8,0.2,exp30,4,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",8.97,exp,29.5,1.0
R8,0.2,exp30,4,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",33.4,exp,30.0,1.0
R8,0.2,exp30,4,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",38.97,exp,30.4,1.0
R8,0.2,exp30,4,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.6,exp,30.1,1.0
R8,0.2,exp30,4,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.03,exp,30.1,1.0
R8,0.2,exp30,4,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.0,exp,30.4,1.0
R8,0.2,exp30,4,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",31.43,exp,30.2,1.0
R8,0.2,exp30,4,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",29.67,exp,30.2,1.0
R8,0.2,exp30,5,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",10.63,exp,33.2,1.0
R8,0.2,exp30,5,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",33.57,exp,29.7,1.0
R8,0.2,exp30,5,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",38.77,exp,29.7,1.0
R8,0.2,exp30,5,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",38.47,exp,30.2,1.0
R8,0.2,exp30,5,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",31.6,exp,30.4,1.0
R8,0.2,exp30,5,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",36.9,exp,30.5,1.0
R8,0.2,exp30,5,7,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",32.43,exp,30.4,1.0
R8,0.2,exp30,5,8,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",31.57,exp,30.4,1.0
R8,0.2,exp30,6,1,78,62,"[7, 11, 8, 5, 5, 8, 10, 8]",11.63,exp,30.1,1.0
R8,0.2,exp30,6,2,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",37.4,exp,30.1,1.0
R8,0.2,exp30,6,3,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",34.13,exp,30.3,1.0
R8,0.2,exp30,6,4,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",33.33,exp,29.9,1.0
R8,0.2,exp30,6,5,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",35.23,exp,29.6,1.0
R8,0.2,exp30,6,6,62,62,"[7, 11, 8, 5, 5, 8, 10, 8]",37.8,exp,29.7,1.0
