mean_load,plan,staff_hours,start,simulator_calls,fluid_hours,excess,worst_late,hours_significantly_over
256.0,"[206, 455, 169, 182, 102, 237, 377, 230]",1958,"[208, 456, 169, 183, 102, 237, 377, 216]",391,1910.95,47.05,0.0768,0
